lluvia,geometry
61.0,"POLYGON ((-72.05386893922682 -34.84564987099624, -72.05386893922682 -34.89954878804341, -71.99997002217965 -34.89954878804341, -71.99997002217965 -34.84564987099624, -72.05386893922682 -34.84564987099624))"
65.0,"POLYGON ((-71.99997002217965 -34.84564987099624, -71.99997002217965 -34.89954878804341, -71.94607110513248 -34.89954878804341, -71.94607110513248 -34.84564987099624, -71.99997002217965 -34.84564987099624))"
74.0,"POLYGON ((-71.90115534092651 -34.84564987099624, -71.90115534092651 -34.89954878804341, -71.84725642387933 -34.89954878804341, -71.84725642387933 -34.84564987099624, -71.90115534092651 -34.84564987099624))"
80.0,"POLYGON ((-71.84725642387933 -34.84564987099624, -71.84725642387933 -34.89954878804341, -71.80234065967336 -34.89954878804341, -71.80234065967336 -34.84564987099624, -71.84725642387933 -34.84564987099624))"
86.0,"POLYGON ((-71.80234065967336 -34.84564987099624, -71.80234065967336 -34.89954878804341, -71.74844174262618 -34.89954878804341, -71.74844174262618 -34.84564987099624, -71.80234065967336 -34.84564987099624))"
97.0,"POLYGON ((-71.74844174262618 -34.84564987099624, -71.74844174262618 -34.89954878804341, -71.7035259784202 -34.89954878804341, -71.7035259784202 -34.84564987099624, -71.74844174262618 -34.84564987099624))"
90.0,"POLYGON ((-71.7035259784202 -34.84564987099624, -71.7035259784202 -34.89954878804341, -71.64962706137304 -34.89954878804341, -71.64962706137304 -34.84564987099624, -71.7035259784202 -34.84564987099624))"
86.0,"POLYGON ((-71.64962706137304 -34.84564987099624, -71.64962706137304 -34.89954878804341, -71.59572814432586 -34.89954878804341, -71.59572814432586 -34.84564987099624, -71.64962706137304 -34.84564987099624))"
80.0,"POLYGON ((-71.59572814432586 -34.84564987099624, -71.59572814432586 -34.89954878804341, -71.5508123801199 -34.89954878804341, -71.5508123801199 -34.84564987099624, -71.59572814432586 -34.84564987099624))"
78.0,"POLYGON ((-71.5508123801199 -34.84564987099624, -71.5508123801199 -34.89954878804341, -71.49691346307272 -34.89954878804341, -71.49691346307272 -34.84564987099624, -71.5508123801199 -34.84564987099624))"
80.0,"POLYGON ((-71.49691346307272 -34.84564987099624, -71.49691346307272 -34.89954878804341, -71.45199769886675 -34.89954878804341, -71.45199769886675 -34.84564987099624, -71.49691346307272 -34.84564987099624))"
75.0,"POLYGON ((-71.39809878181957 -34.84564987099624, -71.39809878181957 -34.89954878804341, -71.3531830176136 -34.89954878804341, -71.3531830176136 -34.84564987099624, -71.39809878181957 -34.84564987099624))"
71.0,"POLYGON ((-71.3531830176136 -34.84564987099624, -71.3531830176136 -34.89954878804341, -71.29928410056642 -34.89954878804341, -71.29928410056642 -34.84564987099624, -71.3531830176136 -34.84564987099624))"
79.0,"POLYGON ((-71.25436833636044 -34.84564987099624, -71.25436833636044 -34.89954878804341, -71.20046941931328 -34.89954878804341, -71.20046941931328 -34.84564987099624, -71.25436833636044 -34.84564987099624))"
91.0,"POLYGON ((-71.20046941931328 -34.84564987099624, -71.20046941931328 -34.89954878804341, -71.1465705022661 -34.89954878804341, -71.1465705022661 -34.84564987099624, -71.20046941931328 -34.84564987099624))"
105.0,"POLYGON ((-71.1465705022661 -34.84564987099624, -71.1465705022661 -34.89954878804341, -71.10165473806013 -34.89954878804341, -71.10165473806013 -34.84564987099624, -71.1465705022661 -34.84564987099624))"
92.0,"POLYGON ((-71.10165473806013 -34.84564987099624, -71.10165473806013 -34.89954878804341, -71.04775582101296 -34.89954878804341, -71.04775582101296 -34.84564987099624, -71.10165473806013 -34.84564987099624))"
86.0,"POLYGON ((-71.04775582101296 -34.84564987099624, -71.04775582101296 -34.89954878804341, -71.00284005680699 -34.89954878804341, -71.00284005680699 -34.84564987099624, -71.04775582101296 -34.84564987099624))"
92.0,"POLYGON ((-71.00284005680699 -34.84564987099624, -71.00284005680699 -34.89954878804341, -70.90402537555383 -34.89954878804341, -70.90402537555383 -34.84564987099624, -71.00284005680699 -34.84564987099624))"
93.0,"POLYGON ((-70.90402537555383 -34.84564987099624, -70.90402537555383 -34.89954878804341, -70.79622754145949 -34.89954878804341, -70.79622754145949 -34.84564987099624, -70.90402537555383 -34.84564987099624))"
90.0,"POLYGON ((-70.79622754145949 -34.84564987099624, -70.79622754145949 -34.89954878804341, -70.75131177725352 -34.89954878804341, -70.75131177725352 -34.84564987099624, -70.79622754145949 -34.84564987099624))"
105.0,"POLYGON ((-70.65249709600037 -34.800734106790266, -70.5985981789532 -34.800734106790266, -70.5985981789532 -34.84564987099624, -70.65249709600037 -34.84564987099624, -70.65249709600037 -34.89954878804341, -70.69741286020634 -34.89954878804341, -70.69741286020634 -34.84564987099624, -70.65249709600037 -34.84564987099624, -70.65249709600037 -34.800734106790266))"
116.0,"POLYGON ((-70.65249709600037 -34.84564987099624, -70.65249709600037 -34.89954878804341, -70.5985981789532 -34.89954878804341, -70.5985981789532 -34.84564987099624, -70.65249709600037 -34.84564987099624))"
119.0,"POLYGON ((-70.49978349770005 -34.84564987099624, -70.49978349770005 -34.89954878804341, -70.44588458065287 -34.89954878804341, -70.44588458065287 -34.84564987099624, -70.49978349770005 -34.84564987099624))"
111.0,"POLYGON ((-70.4009688164469 -34.84564987099624, -70.4009688164469 -34.89954878804341, -70.34706989939973 -34.89954878804341, -70.34706989939973 -34.84564987099624, -70.4009688164469 -34.84564987099624))"
108.0,"POLYGON ((-70.34706989939973 -34.84564987099624, -70.34706989939973 -34.89954878804341, -70.31113728803496 -34.89954878804341, -70.31113728803496 -34.84564987099624, -70.34706989939973 -34.84564987099624))"
57.0,"POLYGON ((-72.15268362047998 -34.84564987099624, -72.15268362047998 -34.89954878804341, -72.0987847034328 -34.89954878804341, -72.0987847034328 -34.95344770509058, -72.05386893922682 -34.95344770509058, -72.05386893922682 -34.84564987099624, -72.15268362047998 -34.84564987099624))"
71.0,"POLYGON ((-71.94607110513248 -34.84564987099624, -71.94607110513248 -34.95344770509058, -71.90115534092651 -34.95344770509058, -71.90115534092651 -34.84564987099624, -71.94607110513248 -34.84564987099624))"
74.0,"POLYGON ((-71.45199769886675 -34.84564987099624, -71.45199769886675 -34.95344770509058, -71.39809878181957 -34.95344770509058, -71.39809878181957 -34.84564987099624, -71.45199769886675 -34.84564987099624))"
67.0,"POLYGON ((-71.29928410056642 -34.84564987099624, -71.29928410056642 -34.95344770509058, -71.25436833636044 -34.95344770509058, -71.25436833636044 -34.84564987099624, -71.29928410056642 -34.84564987099624))"
98.0,"POLYGON ((-70.75131177725352 -34.84564987099624, -70.75131177725352 -34.95344770509058, -70.69741286020634 -34.95344770509058, -70.69741286020634 -34.84564987099624, -70.75131177725352 -34.84564987099624))"
114.0,"POLYGON ((-70.5985981789532 -34.84564987099624, -70.5985981789532 -34.95344770509058, -70.55368241474721 -34.95344770509058, -70.55368241474721 -34.84564987099624, -70.5985981789532 -34.84564987099624))"
112.0,"POLYGON ((-70.55368241474721 -34.84564987099624, -70.55368241474721 -34.95344770509058, -70.49978349770005 -34.95344770509058, -70.49978349770005 -34.84564987099624, -70.55368241474721 -34.84564987099624))"
114.0,"POLYGON ((-70.44588458065287 -34.84564987099624, -70.44588458065287 -34.89954878804341, -70.4009688164469 -34.89954878804341, -70.4009688164469 -34.95344770509058, -70.34706989939973 -34.95344770509058, -70.34706989939973 -34.89954878804341, -70.4009688164469 -34.89954878804341, -70.4009688164469 -34.84564987099624, -70.44588458065287 -34.84564987099624))"
20.0,"POLYGON ((-72.29641406593909 -34.89954878804341, -72.29641406593909 -34.95344770509058, -72.25149830173312 -34.95344770509058, -72.25149830173312 -34.89954878804341, -72.29641406593909 -34.89954878804341))"
24.0,"POLYGON ((-72.25149830173312 -34.89954878804341, -72.25149830173312 -34.95344770509058, -72.19759938468594 -34.95344770509058, -72.19759938468594 -34.89954878804341, -72.25149830173312 -34.89954878804341))"
27.0,"POLYGON ((-72.19759938468594 -34.89954878804341, -72.19759938468594 -34.95344770509058, -72.15268362047998 -34.95344770509058, -72.15268362047998 -34.89954878804341, -72.19759938468594 -34.89954878804341))"
56.0,"POLYGON ((-72.15268362047998 -34.89954878804341, -72.15268362047998 -34.95344770509058, -72.0987847034328 -34.95344770509058, -72.0987847034328 -34.89954878804341, -72.15268362047998 -34.89954878804341))"
56.0,"POLYGON ((-72.05386893922682 -34.89954878804341, -72.05386893922682 -34.95344770509058, -71.99997002217965 -34.95344770509058, -71.99997002217965 -34.89954878804341, -72.05386893922682 -34.89954878804341))"
66.0,"POLYGON ((-71.99997002217965 -34.89954878804341, -71.99997002217965 -34.95344770509058, -71.94607110513248 -34.95344770509058, -71.94607110513248 -34.89954878804341, -71.99997002217965 -34.89954878804341))"
72.0,"POLYGON ((-71.90115534092651 -34.89954878804341, -71.90115534092651 -34.998363469296564, -71.84725642387933 -34.998363469296564, -71.84725642387933 -34.89954878804341, -71.90115534092651 -34.89954878804341))"
82.0,"POLYGON ((-71.84725642387933 -34.89954878804341, -71.84725642387933 -34.95344770509058, -71.80234065967336 -34.95344770509058, -71.80234065967336 -34.89954878804341, -71.84725642387933 -34.89954878804341))"
83.0,"POLYGON ((-71.80234065967336 -34.89954878804341, -71.80234065967336 -34.95344770509058, -71.74844174262618 -34.95344770509058, -71.74844174262618 -34.89954878804341, -71.80234065967336 -34.89954878804341))"
93.0,"POLYGON ((-71.74844174262618 -34.89954878804341, -71.74844174262618 -34.998363469296564, -71.7035259784202 -34.998363469296564, -71.7035259784202 -34.89954878804341, -71.74844174262618 -34.89954878804341))"
84.0,"POLYGON ((-71.7035259784202 -34.89954878804341, -71.7035259784202 -34.95344770509058, -71.64962706137304 -34.95344770509058, -71.64962706137304 -34.89954878804341, -71.7035259784202 -34.89954878804341))"
73.0,"POLYGON ((-71.59572814432586 -34.89954878804341, -71.59572814432586 -34.95344770509058, -71.5508123801199 -34.95344770509058, -71.5508123801199 -34.89954878804341, -71.59572814432586 -34.89954878804341))"
72.0,"POLYGON ((-71.5508123801199 -34.89954878804341, -71.5508123801199 -34.95344770509058, -71.49691346307272 -34.95344770509058, -71.49691346307272 -34.89954878804341, -71.5508123801199 -34.89954878804341))"
77.0,"POLYGON ((-71.49691346307272 -34.89954878804341, -71.49691346307272 -34.95344770509058, -71.45199769886675 -34.95344770509058, -71.45199769886675 -34.998363469296564, -71.39809878181957 -34.998363469296564, -71.39809878181957 -34.95344770509058, -71.45199769886675 -34.95344770509058, -71.45199769886675 -34.89954878804341, -71.49691346307272 -34.89954878804341))"
68.0,"POLYGON ((-71.39809878181957 -34.89954878804341, -71.39809878181957 -34.95344770509058, -71.3531830176136 -34.95344770509058, -71.3531830176136 -34.89954878804341, -71.39809878181957 -34.89954878804341))"
69.0,"POLYGON ((-71.3531830176136 -34.89954878804341, -71.3531830176136 -34.95344770509058, -71.29928410056642 -34.95344770509058, -71.29928410056642 -34.89954878804341, -71.3531830176136 -34.89954878804341))"
73.0,"POLYGON ((-71.25436833636044 -34.89954878804341, -71.25436833636044 -34.95344770509058, -71.20046941931328 -34.95344770509058, -71.20046941931328 -34.89954878804341, -71.25436833636044 -34.89954878804341))"
80.0,"POLYGON ((-71.20046941931328 -34.89954878804341, -71.20046941931328 -34.95344770509058, -71.1465705022661 -34.95344770509058, -71.1465705022661 -34.89954878804341, -71.20046941931328 -34.89954878804341))"
85.0,"POLYGON ((-71.1465705022661 -34.89954878804341, -71.1465705022661 -34.95344770509058, -71.10165473806013 -34.95344770509058, -71.10165473806013 -34.89954878804341, -71.1465705022661 -34.89954878804341))"
84.0,"POLYGON ((-71.10165473806013 -34.89954878804341, -71.10165473806013 -34.95344770509058, -71.04775582101296 -34.95344770509058, -71.04775582101296 -34.89954878804341, -71.10165473806013 -34.89954878804341))"
76.0,"POLYGON ((-71.04775582101296 -34.89954878804341, -71.04775582101296 -34.95344770509058, -71.00284005680699 -34.95344770509058, -71.00284005680699 -34.89954878804341, -71.04775582101296 -34.89954878804341))"
85.0,"POLYGON ((-71.00284005680699 -34.89954878804341, -71.00284005680699 -34.998363469296564, -70.94894113975981 -34.998363469296564, -70.94894113975981 -34.89954878804341, -71.00284005680699 -34.89954878804341))"
87.0,"POLYGON ((-70.94894113975981 -34.89954878804341, -70.94894113975981 -34.95344770509058, -70.90402537555383 -34.95344770509058, -70.90402537555383 -34.89954878804341, -70.94894113975981 -34.89954878804341))"
88.0,"POLYGON ((-70.90402537555383 -34.89954878804341, -70.90402537555383 -34.95344770509058, -70.85012645850667 -34.95344770509058, -70.85012645850667 -34.89954878804341, -70.90402537555383 -34.89954878804341))"
89.0,"POLYGON ((-70.85012645850667 -34.89954878804341, -70.85012645850667 -34.95344770509058, -70.79622754145949 -34.95344770509058, -70.79622754145949 -34.89954878804341, -70.85012645850667 -34.89954878804341))"
95.0,"POLYGON ((-70.79622754145949 -34.89954878804341, -70.79622754145949 -34.95344770509058, -70.75131177725352 -34.95344770509058, -70.75131177725352 -34.89954878804341, -70.79622754145949 -34.89954878804341))"
106.0,"POLYGON ((-70.69741286020634 -34.89954878804341, -70.69741286020634 -34.95344770509058, -70.65249709600037 -34.95344770509058, -70.65249709600037 -34.89954878804341, -70.69741286020634 -34.89954878804341))"
115.0,"POLYGON ((-70.65249709600037 -34.89954878804341, -70.65249709600037 -34.95344770509058, -70.5985981789532 -34.95344770509058, -70.5985981789532 -34.89954878804341, -70.65249709600037 -34.89954878804341))"
129.0,"POLYGON ((-70.49978349770005 -34.89954878804341, -70.49978349770005 -34.95344770509058, -70.44588458065287 -34.95344770509058, -70.44588458065287 -34.89954878804341, -70.49978349770005 -34.89954878804341))"
127.0,"POLYGON ((-70.44588458065287 -34.89954878804341, -70.44588458065287 -34.95344770509058, -70.4009688164469 -34.95344770509058, -70.4009688164469 -34.89954878804341, -70.44588458065287 -34.89954878804341))"
115.0,"POLYGON ((-70.34706989939973 -34.89954878804341, -70.34706989939973 -34.95344770509058, -70.31113728803496 -34.95344770509058, -70.31113728803496 -34.89954878804341, -70.34706989939973 -34.89954878804341))"
21.0,"POLYGON ((-72.29641406593909 -34.95344770509058, -72.29641406593909 -34.998363469296564, -72.25149830173312 -34.998363469296564, -72.25149830173312 -34.95344770509058, -72.29641406593909 -34.95344770509058))"
28.0,"POLYGON ((-72.19759938468594 -34.95344770509058, -72.19759938468594 -34.998363469296564, -72.15268362047998 -34.998363469296564, -72.15268362047998 -34.95344770509058, -72.19759938468594 -34.95344770509058))"
59.0,"POLYGON ((-72.15268362047998 -34.95344770509058, -72.15268362047998 -34.998363469296564, -72.0987847034328 -34.998363469296564, -72.0987847034328 -34.95344770509058, -72.15268362047998 -34.95344770509058))"
53.0,"POLYGON ((-72.0987847034328 -34.95344770509058, -72.0987847034328 -34.998363469296564, -72.05386893922682 -34.998363469296564, -72.05386893922682 -34.95344770509058, -72.0987847034328 -34.95344770509058))"
59.0,"POLYGON ((-72.05386893922682 -34.95344770509058, -72.05386893922682 -34.998363469296564, -71.99997002217965 -34.998363469296564, -71.99997002217965 -34.95344770509058, -72.05386893922682 -34.95344770509058))"
84.0,"POLYGON ((-71.84725642387933 -34.95344770509058, -71.84725642387933 -34.998363469296564, -71.80234065967336 -34.998363469296564, -71.80234065967336 -34.95344770509058, -71.84725642387933 -34.95344770509058))"
89.0,"POLYGON ((-71.7035259784202 -34.95344770509058, -71.7035259784202 -34.998363469296564, -71.64962706137304 -34.998363469296564, -71.64962706137304 -34.95344770509058, -71.7035259784202 -34.95344770509058))"
78.0,"POLYGON ((-71.5508123801199 -34.95344770509058, -71.5508123801199 -34.998363469296564, -71.49691346307272 -34.998363469296564, -71.49691346307272 -34.95344770509058, -71.5508123801199 -34.95344770509058))"
